StdReturn,AverageReturn,MeanKL,dLoss,AveragePolicyStd,NumTrajs,ExplainedVariance,AverageDiscountedReturn,Entropy,MeanKLBefore,Iteration,MinReturn,Perplexity,LossAfter,LossBefore,MaxReturn,Total cost
39.3380656101,-218.945901182,0.00846413990159,50.4448641197,0.89889288377,204,0.829686895533,-143.028781013,1.31234713117,0.0,18,-313.082916589,3.71488280476,-50.4448641197,4.64497992762e-14,-138.898927097,228.55238591751808
37.232618919,-202.479015883,0.00575683082573,1.66147060218,0.895003677192,204,0.780320373715,-134.660173324,1.30801108108,0.0,19,-294.962615982,3.69880975879,-1.66147060218,1.67127620543e-14,-127.934720167,213.79808656801237
40.5491912835,-200.867657582,0.00168076235863,11.9611610692,0.894322133546,204,0.794115242394,-133.857674179,1.30724929284,0.0,20,-306.265942678,3.69599312199,-11.9611610692,3.85848370939e-14,-111.519403642,213.95675395128217
41.1367297569,-195.967755089,0.00354939149608,0.145038604765,0.897780159412,204,0.790253170603,-131.435694761,1.31110848121,0.0,21,-295.723881805,3.71028421391,-0.145038604765,-4.57590726955e-14,-121.546931898,209.20974667295874
41.8349793633,-195.882402687,0.00705814330913,39.0231519274,0.888788411423,204,0.773237715283,-130.569526157,1.30104245401,0.0,22,-293.626600495,3.67312373507,-39.0231519274,-1.94453197551e-14,-123.653954097,210.94623152580922
37.1534558648,-182.650529946,0.00446555976359,6.7581896791,0.883610760635,204,0.763142360131,-123.808387855,1.29519990387,0.0,23,-291.107059342,3.65172589532,-6.7581896791,8.22333025258e-15,-115.836164956,198.2783697426633
37.0970977323,-171.265611493,0.00329408399703,10.3178229494,0.885679646343,204,0.749905181298,-117.226886741,1.29753856647,0.0,24,-278.650619275,3.66027604415,-10.3178229494,-1.28836272199e-14,-104.862752658,189.3569744425569
34.9938725422,-169.910300818,0.00732727386234,50.7117764103,0.880838239106,204,0.766104595317,-116.703922215,1.29205725275,0.0,25,-270.711156856,3.64026780866,-50.7117764103,3.32282394947e-14,-101.820809892,189.1290755441135
28.5728780113,-155.956951588,0.00740161075278,52.2246672742,0.855729956641,204,0.77499462586,-108.490979597,1.26313810938,0.0,26,-255.705850754,3.53650202247,-52.2246672742,1.98607421115e-14,-107.226305409,177.1162138416231
28.5078593177,-151.58695583,0.00525624852366,19.9207702077,0.843989615343,204,0.752325638676,-105.137663711,1.24932344465,0.0,27,-233.376692776,3.48798234588,-19.9207702077,2.84067478438e-14,-96.2965277683,174.25888554690388
28.7771646159,-148.2963936,0.00979851799579,5.9903086311,0.835689619615,203,0.752780178031,-103.310172287,1.23944052997,0.0,28,-242.309244714,3.4536806933,-5.9903086311,-3.99050268435e-15,-92.7406013049,172.47210309505616
29.4785550885,-140.699394414,0.00698586155468,13.5763073682,0.809434974977,204,0.72000941336,-98.6738229729,1.20751969672,0.0,29,-230.526183413,3.34517730021,-13.5763073682,-1.97332645397e-14,-89.9098098011,168.50831316319665
29.3528459753,-139.63207609,0.00695685067032,38.0981264285,0.791232257514,204,0.719885659788,-97.4258474147,1.18477480407,0.0,30,-227.318765339,3.26995035902,-38.0981264285,-1.55324596992e-14,-85.0873586546,169.0449218842107
26.0221627967,-140.241612762,0.00353743487485,15.6559745684,0.76459438845,204,0.74657259621,-97.556765698,1.15052873626,0.0,31,-227.393844778,3.15986320233,-15.6559745684,-1.17988722566e-14,-87.7734883534,169.7012678416835
27.0113279096,-138.765633645,0.0067583135549,5.21917517221,0.754567683451,204,0.730838427216,-97.1708731439,1.13732823477,0.0,32,-213.277368138,3.11842552421,-5.21917517221,3.02052188369e-14,-91.5925836222,168.81846338546842
28.4873419472,-136.559673263,0.00749729195792,19.29531509,0.758713642502,204,0.711456652837,-96.0056098504,1.14280767782,0.0,33,-236.786732232,3.13555965917,-19.29531509,4.14204816314e-14,-84.1865495648,166.574412590103
27.2620252443,-138.41827931,0.00790520247581,25.8828592294,0.754311734327,203,0.721884893398,-96.7316688065,1.13698897754,0.0,34,-226.345651331,3.11736775524,-25.8828592294,6.57068401806e-14,-88.9973490358,169.9789549544991
23.621154139,-131.416342079,0.00571466395422,15.4865268341,0.715890876412,204,0.728872549008,-93.1964676717,1.08471100232,0.0,35,-214.374666922,2.95858467108,-15.4865268341,6.69601966985e-15,-83.8213606332,163.45551830115764
24.859651204,-134.087354304,0.00753833074026,39.378337436,0.71116952674,204,0.742277591701,-94.8505129055,1.07809408984,0.0,36,-216.406024736,2.93907260125,-39.378337436,1.17736858074e-14,-87.1255550852,167.9687364511997
22.1067699513,-128.42435668,0.0058454167061,16.3477322372,0.700663012071,204,0.785071920159,-91.9825480947,1.06321030109,0.0,37,-203.665883684,2.89565199866,-16.3477322372,2.9961526922e-14,-85.7454518211,162.6207253782741
23.565182591,-130.617933363,0.00444966162227,11.3986198921,0.704991542767,204,0.759624886743,-93.0125746686,1.06936906089,0.0,38,-229.417129512,2.91354065319,-11.3986198921,4.22446659875e-14,-85.6858911716,165.04687029114965
22.5740128164,-128.646801045,0.00397907704869,15.0594145488,0.705688977356,204,0.759820930588,-91.7015305399,1.07035785266,0.0,39,-191.543995324,2.91642296298,-15.0594145488,-6.17970902839e-14,-83.6252064624,164.1199293601756
25.8117772854,-132.025541265,0.0091632082627,9.00098195117,0.69929635452,204,0.720571517073,-93.2646442409,1.06125787588,0.0,40,-238.509401992,2.89000397015,-9.00098195117,1.32999608873e-14,-85.0984431241,166.48326619511852
19.2101323858,-126.555153119,0.00611764877152,12.6135651007,0.705189902655,204,0.795787090173,-90.8126516123,1.06965038623,0.0,41,-186.551315643,2.91436042131,-12.6135651007,-8.43982107498e-14,-86.8743040845,159.92402792165376
23.2688359275,-130.175765206,0.00762504233483,20.2404258874,0.70579496783,204,0.755308524512,-92.5294551871,1.0705080357,0.0,42,-235.91917131,2.91686099313,-20.2404258874,-2.12164413446e-14,-87.4162295589,164.0615337138858
22.540759798,-126.487319978,0.00927485369875,19.6121865284,0.680348323457,204,0.76353832812,-90.6531906231,1.03378816162,0.0,43,-226.514009809,2.81169684807,-19.6121865284,-6.65094417937e-16,-85.9143609253,163.7122303829975
23.9453310885,-126.457505328,0.00696150367732,30.9733625381,0.682548870998,204,0.754698743157,-90.8506553785,1.03701738458,0.0,44,-252.025842277,2.8207911199,-30.9733625381,9.73498381938e-15,-87.6816375298,160.63736302133867
26.7657228661,-130.8160579,0.00594702195011,21.4410881771,0.686508822943,204,0.736263540332,-93.0000078333,1.04280233141,0.0,45,-259.072537819,2.83715653746,-21.4410881771,-2.98812459192e-14,-88.8629978986,164.02041591478016
19.1528969676,-129.712385338,0.0070957561489,36.1242733512,0.682555862947,204,0.792342529104,-92.5605951329,1.0370276284,0.0,46,-195.114933492,2.82082001574,-36.1242733512,-4.23028942741e-15,-87.1804554731,162.09936812660598
23.1054480959,-130.027227639,0.00600418461826,3.14411625879,0.694522804637,204,0.755883470509,-92.2433746968,1.05440825193,0.0,47,-209.067692759,2.87027617088,-3.14411625879,6.78906285386e-15,-91.2025353889,163.1962925889438
20.9290543556,-126.858980599,0.00663670641253,10.6955476813,0.696573728737,204,0.783980841404,-90.6204036476,1.05735689789,0.0,48,-193.21080904,2.87875208921,-10.6955476813,-1.01890141484e-14,-85.97535925,160.83675043271194
24.6427221505,-130.777022114,0.00767994186532,24.1480247491,0.68685292064,204,0.732989970806,-92.3566968815,1.04330343421,0.0,49,-204.738685821,2.8385786008,-24.1480247491,1.585619677e-15,-80.9529185239,165.93479973101637
23.6017621423,-129.389994625,0.00619134987567,17.4545786527,0.663768603584,204,0.736600740875,-91.8360046593,1.00911685438,0.0,50,-228.589543243,2.74317731991,-17.4545786527,-2.30723755787e-15,-85.7609051558,164.09200658177542
20.7000760869,-130.633958598,0.0075473653019,25.1809639798,0.662264460467,204,0.781576982883,-92.5295185986,1.0068482175,0.0,51,-211.209804939,2.73696110049,-25.1809639798,5.72124830029e-15,-89.7312008719,164.07476912325495
18.4658125504,-126.288873815,0.0046598852248,11.6562604514,0.675497399858,204,0.808363195553,-90.5996258259,1.0266325624,0.0,52,-226.294961509,2.79164928402,-11.6562604514,2.65931147326e-14,-88.8182390279,160.07704496273948
20.9626200598,-127.774978139,0.00764979194337,47.1160639985,0.682700994753,204,0.771116163232,-90.9696344962,1.03724023573,0.0,53,-214.380577826,2.82141980651,-47.1160639985,4.14236355448e-14,-84.6226973865,161.75393784572427
19.623982006,-126.080607477,0.00904457816424,33.2675725488,0.662175068672,204,0.7823452279,-90.2602157825,1.00671322939,0.0,54,-193.782476872,2.73659166822,-33.2675725488,9.05261935817e-15,-84.2812565902,161.26614969234484
18.088023659,-123.403616856,0.00602114718598,13.3751053416,0.647719332632,204,0.799014265993,-88.7835910714,0.984640728093,0.0,55,-174.003589213,2.67684999464,-13.3751053416,-3.49812659484e-14,-82.4586244622,160.1954072686776
18.5199218516,-123.792168827,0.00741962401467,17.1928729549,0.660759738593,204,0.804481810592,-89.3245633316,1.00457354629,0.0,56,-203.824695528,2.73074248922,-17.1928729549,9.42307051272e-15,-86.246978949,158.75636547387924
19.3917391446,-128.593700884,0.00889832763836,4.4558522794,0.675553435531,204,0.795215672712,-91.5387186414,1.02671551365,0.0,57,-221.918145999,2.79188086441,-4.4558522794,3.4790897404e-14,-90.3707266234,163.39568403728725
17.8413190379,-126.458438603,0.00656738767097,3.29745926356,0.658163895642,204,0.809654211596,-90.6308048028,1.00063723606,0.0,58,-182.433572231,2.72001456767,-3.29745926356,9.60567490851e-15,-81.7861723244,161.96803557756323
18.1775741602,-124.693931374,0.00773210339036,14.9828817501,0.661538501292,204,0.804585624707,-89.9329274894,1.0057514391,0.0,59,-172.07568677,2.73396090625,-14.9828817501,-2.58754199938e-14,-82.5859113072,161.33316435987422
19.0325395871,-124.805662151,0.00994643881061,1.55973672986,0.644201143042,204,0.802927442093,-89.7817414537,0.979194265476,0.0,60,-186.469379666,2.66231026221,-1.55973672986,2.61370231481e-14,-83.5966103005,162.22106611591246
17.42670306,-123.050893528,0.00752321417917,7.51537187004,0.62739237799,204,0.812235150895,-88.7672676943,0.95275540134,0.0,61,-176.924920234,2.59284415186,-7.51537187004,-6.35373255686e-16,-79.969433575,162.88453466012663
24.3495748003,-124.289274574,0.00666664323861,25.4601163082,0.630748244773,204,0.732328758554,-89.3840161345,0.958090058978,0.0,62,-248.843908886,2.60671304773,-25.4601163082,1.16269304027e-14,-84.6160623441,163.67396214161028
22.0492907618,-127.332951341,0.00587021977615,12.1511387212,0.636726461669,204,0.758436726377,-90.6270432697,0.967523401036,0.0,63,-217.823007674,2.63141941214,-12.1511387212,-2.86596322315e-14,-83.9392433187,166.23017296278388
