dLoss,AveragePolicyStd,Perplexity,ExplainedVariance,Iteration,MaxReturn,NumTrajs,AverageReturn,LossBefore,MinReturn,MeanKLBefore,Entropy,LossAfter,AverageDiscountedReturn,StdReturn,MeanKL
13.700127968,1.02824944295,4.24947871273,0.917880906529,19,-1205.60866471,34,-1408.75094632,-500.0,-1536.35267009,0.0,1.44679631959,-513.700127968,-292.997262313,101.141379946,0.0078197903536
26.9645030063,1.01550802098,4.19682183868,0.928744312832,20,-1218.09472129,34,-1437.09806518,-500.0,-1567.89844057,0.0,1.43432753377,-526.964503006,-292.682499417,93.440438992,0.00916609981496
19.4825231716,1.0307500773,4.25981316274,0.933250769091,21,-1268.36080989,34,-1477.27260711,-500.0,-1605.68477344,0.0,1.44922530081,-519.482523172,-307.292111473,83.2140324112,0.00973603427295
15.720842415,1.04142570349,4.30393265782,0.904208369769,22,-1035.19287814,34,-1434.15921869,-500.0,-1559.79682407,0.0,1.45952917632,-515.720842415,-299.426410984,107.499757646,0.00653352091872
16.5831384826,1.04470093764,4.31746832065,0.900045070493,23,-1149.94286834,34,-1373.45014115,-500.0,-1523.2726203,0.0,1.46266919358,-516.583138483,-287.944792235,88.9916830215,0.00772808157102
15.016546878,1.03969308787,4.29677222289,0.89095708419,24,-1137.49500728,34,-1404.61355317,-500.0,-1588.80419846,0.0,1.45786409498,-515.016546878,-294.110652039,113.965048526,0.00546081481529
9.66680810146,1.04649469621,4.32488144294,0.867093243428,25,-1065.77126972,34,-1289.84733277,-500.0,-1557.91182277,0.0,1.46438472797,-509.666808101,-281.381022865,130.900833645,0.00837959220625
15.4189043519,1.05020586201,4.34021869421,0.88415528333,26,-1122.50081302,34,-1311.13887051,-500.0,-1590.16027983,0.0,1.46792473721,-515.418904352,-279.927059033,113.534529058,0.00804849813034
14.5585697162,1.05039344667,4.34099393121,0.871249555185,27,-1096.57288049,34,-1322.12726964,-500.0,-1561.8617218,0.0,1.4681033383,-514.558569716,-284.864837561,128.217255196,0.00957313571493
7.62965780442,1.06310077364,4.39350989981,0.884274155627,28,-1089.92750609,34,-1331.21272391,-500.0,-1522.13152972,0.0,1.48012842924,-507.629657804,-280.342448171,106.290003014,0.00765665115005
7.95628779774,1.05642819303,4.36593391671,0.909942338905,29,-1115.95385523,34,-1397.30214968,-500.0,-1550.4146915,0.0,1.47383212212,-507.956287798,-295.146583725,88.1243020692,0.00613055030145
15.980633565,1.05345812073,4.3536594058,0.919596943398,30,-1235.50098012,34,-1366.75229695,-500.0,-1536.94998085,0.0,1.47101673417,-515.980633565,-287.337776501,80.4637975817,0.00628186695957
10.8645654812,1.03840756977,4.29145952193,0.886097722303,31,-1077.24194629,34,-1292.11524214,-500.0,-1454.31340592,0.0,1.45662688998,-510.864565481,-276.438331162,89.4544728979,0.00656103971597
15.3602366711,1.02789146769,4.24799929715,0.894318509912,32,-1117.64729852,34,-1264.04696266,-500.0,-1473.48580201,0.0,1.44644811849,-515.360236671,-269.058736629,85.5352929043,0.00572496232755
16.8074271895,1.02844900448,4.25030344693,0.91134522645,33,-1105.38206741,34,-1249.79623463,-500.0,-1399.867636,0.0,1.44699037966,-516.807427189,-267.736095756,76.7544792789,0.00999986391528
15.1916478413,1.03047934471,4.25869429766,0.911280814898,34,-1094.32333761,33,-1204.81262025,-500.0,-1330.64640148,0.0,1.4489626104,-515.191647841,-256.526513882,68.1297502274,0.0067024328643
10.1699582295,1.0417100899,4.30510795043,0.906493293919,35,-1108.02691244,34,-1207.32096426,-500.0,-1478.76946161,0.0,1.45980221316,-510.169958229,-256.462266861,84.3823786709,0.00986899884669
12.9898514325,1.02510100476,4.2364670635,0.905181263032,36,-1040.41102571,34,-1169.64441412,-500.0,-1309.80597741,0.0,1.44372968217,-512.989851432,-244.333515882,67.1366636584,0.00652156519588
13.8617049378,1.02448554628,4.23392353895,0.924088107405,37,-1056.16302251,34,-1176.37044441,-500.0,-1393.04632282,0.0,1.44312911373,-513.861704938,-248.949147168,65.6434611833,0.00823360333226
16.3631693661,1.02716251133,4.24498671637,0.919038669236,38,-1077.01178741,34,-1209.94464026,-500.0,-1421.43844494,0.0,1.44573869052,-516.363169366,-259.826256804,71.7245008454,0.00995333351296
8.57430803999,1.02920389192,4.25342319392,0.920242481237,39,-1112.57868255,34,-1217.03816992,-500.0,-1408.47763446,0.0,1.44772411612,-508.57430804,-254.211511827,71.7732715712,0.00899381558998
10.3955816256,1.01955075153,4.21352935795,0.915151029906,40,-1006.17041614,34,-1196.2980058,-500.0,-1385.03755191,0.0,1.4383006238,-510.395581626,-252.58900709,81.9961680378,0.00707991240298
14.6631888044,1.03504419311,4.27755958978,0.918082770747,41,-1118.1915318,34,-1208.81236143,-500.0,-1393.456136,0.0,1.45338265767,-514.663188804,-254.123697599,63.8855941442,0.00751318536473
16.1546592606,1.02672313036,4.24317087284,0.913534558272,42,-1062.34455806,34,-1216.22968523,-500.0,-1388.48907504,0.0,1.44531083711,-516.154659261,-255.157633123,78.585682347,0.00662633651241
16.0651399952,1.01811990175,4.20761604023,0.911464686802,43,-1059.69906649,34,-1218.91592752,-500.0,-1396.26059153,0.0,1.43689622608,-516.065139995,-256.829908198,74.5378103933,0.00699321605281
15.6350744802,1.01859123758,4.2095639446,0.918145238096,44,-1091.67151224,34,-1226.83617698,-500.0,-1381.25140465,0.0,1.43735906622,-515.63507448,-258.085997874,67.5947290703,0.00739067180012
25.1116046366,1.01856745632,4.20946566301,0.878197962644,45,-1026.91219025,34,-1262.28874906,-500.0,-1437.93247372,0.0,1.43733571874,-525.111604637,-260.890251298,105.539690583,0.0070014930545
12.522762099,1.01763296119,4.20560364571,0.898096941999,46,-1076.59956043,34,-1238.38214837,-500.0,-1516.1367303,0.0,1.43641783739,-512.522762099,-264.132615225,88.5868169079,0.00929786944566
19.5911587665,1.00783466319,4.16510991234,0.862250476184,47,-1087.17304958,34,-1259.23807991,-500.0,-1491.23036912,0.0,1.42674266479,-519.591158767,-269.477842003,109.836981017,0.00764042492648
19.9710445176,1.00558604911,4.15581699442,0.887834952936,48,-1095.71392413,34,-1275.88514946,-500.0,-1456.09566415,0.0,1.4245090382,-519.971044518,-270.419961632,90.4240390149,0.00919393901801
28.1521985863,1.00531583486,4.15470027154,0.88638798269,49,-1123.51015423,34,-1219.06696542,-500.0,-1466.06038841,0.0,1.42424028889,-528.152198586,-262.274576712,71.8842972489,0.00988250713716
16.8100486367,1.02116188091,4.22018772287,0.908800605886,50,-1092.39601164,34,-1213.63651942,-500.0,-1448.42810017,0.0,1.43987961115,-516.810048637,-258.163529078,82.799061268,0.00731170890742
10.7111537325,1.00754753506,4.1639232889,0.892935244939,51,-1101.90108781,34,-1226.503124,-500.0,-1511.73052138,0.0,1.42645772813,-510.711153732,-260.619344895,92.9475280397,0.00875173987836
8.30299011973,1.00111088841,4.1373223575,0.889928052647,52,-1081.06431491,34,-1249.84971143,-500.0,-1466.99454604,0.0,1.42004880504,-508.30299012,-262.934416262,97.6839109104,0.00671170952282
16.9827045739,0.987986944598,4.08308462341,0.887014480124,53,-1087.12455963,34,-1259.38638919,-500.0,-1474.1580084,0.0,1.40685273791,-516.982704574,-266.219407385,95.0188690123,0.00748537188184
12.9031555798,0.981514007452,4.05633371311,0.899955105292,54,-1071.61467479,34,-1234.29421237,-500.0,-1441.64953503,0.0,1.40027953931,-512.90315558,-260.958305738,88.1249614643,0.00924862575618
10.8709493139,0.954944985223,3.94653108189,0.881002711393,55,-1106.85660849,34,-1256.25717452,-500.0,-1540.56488147,0.0,1.37283698595,-510.870949314,-264.381499144,94.7700763257,0.00766035943358
14.2659102575,0.968181083423,4.00123231993,0.906270416753,56,-1082.31650641,34,-1183.91568786,-500.0,-1388.48532413,0.0,1.38660239366,-514.265910258,-249.017806589,70.4225297408,0.0097277407195
21.1713307744,0.970067146712,4.00902691282,0.893997851484,57,-1093.83542302,34,-1212.60542183,-500.0,-1407.10676149,0.0,1.38854854674,-521.171330774,-257.803662814,78.3021486224,0.00951914589999
11.7028738019,0.990896466688,4.09510889657,0.899984969554,58,-1077.2283984,33,-1206.05004858,-500.0,-1363.19099402,0.0,1.40979330952,-511.702873802,-251.950719776,75.9783665422,0.00837988180865
17.4420381559,0.981523242579,4.05637187941,0.884325223446,59,-1073.6312047,34,-1224.50965921,-500.0,-1376.1754218,0.0,1.40028894833,-517.442038156,-251.752660392,90.2669658775,0.00719072214808
13.5842652131,0.972826221778,4.02042942885,0.869995926494,60,-1002.51279594,34,-1201.72319118,-500.0,-1402.2689487,0.0,1.39138872002,-513.584265213,-249.457509834,105.284574099,0.00575914843327
13.8898905562,0.972912080093,4.02078425821,0.871357005737,61,-1013.24698949,34,-1223.44169299,-500.0,-1432.56754124,0.0,1.39147697271,-513.889890556,-260.634062655,93.7035248485,0.00907089521636
16.173449109,0.946999643453,3.91369511884,0.849783495362,62,-1038.1082478,34,-1234.71991331,-500.0,-1421.87875553,0.0,1.36448197091,-516.173449109,-258.243616503,102.700973413,0.00889279608997
14.8509236013,0.961279220783,3.9727087758,0.88517083692,63,-1022.0858751,34,-1205.98330991,-500.0,-1403.84733597,0.0,1.37944817331,-514.850923601,-257.04627551,81.5699034047,0.00689636151168
16.2333930285,0.978709728468,4.04474438143,0.865448942053,64,-1031.65250288,34,-1234.71180245,-500.0,-1490.54379359,0.0,1.3974183548,-516.233393029,-251.558578437,89.6951933411,0.00593579530186
18.2249327198,0.973770851103,4.02433332808,0.878066387384,65,-1068.41891585,34,-1221.65564427,-500.0,-1342.88260273,0.0,1.39235926438,-518.22493272,-253.531471152,73.4556741957,0.00760479092732
13.0610788565,0.981767358172,4.05738074357,0.881573664953,66,-1023.29985069,34,-1173.64197348,-500.0,-1373.50808813,0.0,1.40053762837,-513.061078856,-241.034377933,79.608447509,0.00960454962259
13.466064044,0.980496566543,4.05212890316,0.889802356168,67,-1051.50186412,33,-1196.70073983,-500.0,-1351.8201756,0.0,1.39924239811,-513.466064044,-249.56139789,70.6890047875,0.00997327884556
19.6376860662,0.980491777876,4.05210911289,0.882429573511,68,-1056.48571233,34,-1219.79326259,-500.0,-1409.12222725,0.0,1.39923751418,-519.637686066,-254.470645364,78.0034931351,0.00688344460261
25.9550734843,0.978003211624,4.04182453711,0.881559263215,69,-1042.55788768,34,-1219.89508342,-500.0,-1352.59124302,0.0,1.39669620812,-525.955073484,-250.712433934,87.6410792684,0.00803753291193
18.6852565283,0.977965574067,4.0416689912,0.887512507332,70,-1056.74807255,34,-1216.29309095,-500.0,-1401.07461196,0.0,1.3966577233,-518.685256528,-249.763086359,83.2189222121,0.00753521622666
16.3921898236,0.978457965588,4.04370391308,0.892948710663,71,-975.241651837,34,-1190.55014937,-500.0,-1331.30787666,0.0,1.39716108213,-516.392189824,-237.455925515,70.3372137509,0.00573545966274
16.4277252104,0.980456802497,4.05196456904,0.872831977961,72,-1076.81734692,34,-1202.11448938,-500.0,-1341.56346133,0.0,1.39920184228,-516.42772521,-240.272478126,82.6355566225,0.00784890841999
20.3520997656,0.979682612946,4.04876505161,0.91362016016,73,-1085.51301103,34,-1195.22953619,-500.0,-1359.47624089,0.0,1.39841190909,-520.352099766,-242.202481757,59.3808356316,0.00944197208503
12.4593390211,0.997808010083,4.12367244867,0.902317396707,74,-1056.98520923,34,-1176.84928614,-500.0,-1300.77745849,0.0,1.41674413736,-512.459339021,-233.334023959,64.5254706313,0.00722735281567
17.6502864189,0.979300336062,4.04718520395,0.886167647043,75,-1018.45904948,34,-1200.64368444,-500.0,-1381.05916955,0.0,1.39802162812,-517.650286419,-240.250177563,82.851498419,0.0081579202496
16.7316581529,0.96280672186,3.97902152739,0.886194925977,76,-1072.03500785,34,-1222.15651744,-500.0,-1440.45651454,0.0,1.38103594168,-516.731658153,-247.038182293,82.4047119088,0.00692915830179
24.3324185266,0.95494012667,3.9465110028,0.886679688479,77,-1048.37506935,34,-1176.90876353,-500.0,-1360.62730519,0.0,1.37283189815,-524.332418527,-241.016099202,79.925043949,0.00695489232466
15.3332413868,0.944676111134,3.90409258397,0.885789943417,78,-993.923680138,34,-1170.12548583,-500.0,-1326.55393026,0.0,1.36202538343,-515.333241387,-237.296900919,91.4314813553,0.00853627577476
20.338161507,0.935228418585,3.86504780875,0.853924531735,79,-1015.84932077,34,-1182.06788984,-500.0,-1487.3586834,0.0,1.35197405163,-520.338161507,-239.359770254,99.0265124446,0.00815083316016
16.7899989584,0.935205349014,3.86495246841,0.873363953008,80,-955.373716144,34,-1146.64932861,-500.0,-1286.36607851,0.0,1.35194938401,-516.789998958,-232.275323834,75.2348613519,0.00845627333923
14.9949220228,0.93395833419,3.85979889115,0.871285567469,81,-1018.34417698,34,-1152.18750453,-500.0,-1359.31332468,0.0,1.35061508138,-514.994922023,-235.594652923,88.7212226275,0.00865741492434
17.1675496952,0.950398271766,3.92774073663,0.878411845566,82,-972.937507018,34,-1106.5997196,-500.0,-1258.32559792,0.0,1.3680643844,-517.167549695,-226.587615437,79.0062563954,0.00815583926843
17.3876266509,0.959963921301,3.96727299639,0.897636483409,83,-1039.91971446,34,-1125.27076496,-500.0,-1278.41568235,0.0,1.378078956,-517.387626651,-231.437713387,59.4751060141,0.00685580128657
23.2038448018,0.980865055022,4.05365176705,0.888752504358,84,-1012.0278319,34,-1129.35224774,-500.0,-1298.74151713,0.0,1.39961814573,-523.203844802,-230.08984751,72.1927832274,0.00687971910742
24.5519401236,0.969787493689,4.00787118201,0.867177361012,85,-971.603761973,34,-1116.41726945,-500.0,-1332.09754612,0.0,1.38826022305,-524.551940124,-228.230354655,90.6082560996,0.00850461311283
17.4037570873,0.980068594747,4.0503602107,0.907214498076,86,-998.262434978,34,-1110.91225217,-500.0,-1252.70019011,0.0,1.39880581808,-517.403757087,-227.168103107,59.1447608262,0.00950617694791
14.1655079742,0.965228633696,3.98903063837,0.928656492284,87,-1004.64679024,34,-1086.41959945,-500.0,-1213.8747398,0.0,1.38354825361,-514.165507974,-226.998864689,46.5687657645,0.00570760156174
9.39447455702,0.969953017769,4.00855524856,0.92513353595,88,-973.217572933,34,-1070.18652161,-500.0,-1199.71171385,0.0,1.38843088926,-509.394474557,-226.187715739,47.5940711438,0.00674297553122
13.468768581,0.962256964187,3.97674952662,0.908337320513,89,-936.531896625,34,-1076.45273604,-500.0,-1202.98972468,0.0,1.38046478376,-513.468768581,-227.223076776,60.4627632902,0.00863669413198
15.2230232031,0.958202242223,3.95999245003,0.89116523726,90,-948.569083365,34,-1079.74227452,-500.0,-1257.14560137,0.0,1.37624211871,-515.223023203,-227.874883649,67.148624209,0.00761361148937
20.1915625702,0.945668231794,3.90819275213,0.900134512058,91,-966.206577839,34,-1051.12931318,-500.0,-1217.33989038,0.0,1.36307505541,-520.19156257,-221.398792336,61.1908751819,0.00656600352163
17.304400241,0.944801373141,3.9046102582,0.858668596545,92,-876.048129767,34,-1052.14046931,-500.0,-1195.31772153,0.0,1.36215797247,-517.304400241,-220.733091777,81.2888975752,0.00735765195983
12.9030340066,0.946504830937,3.91165019164,0.86681339543,93,-870.985013782,34,-1023.60517822,-500.0,-1208.42058311,0.0,1.36395932886,-512.903034007,-219.093839553,72.7634085005,0.00695373675062
19.5757220588,0.930894426138,3.84713658228,0.856142581361,94,-920.443558408,34,-1012.03353429,-500.0,-1246.35593389,0.0,1.34732912672,-519.575722059,-216.631979953,73.4542061128,0.00794685376225
14.4347261244,0.919634039515,3.80060042942,0.855019516114,95,-869.770026671,34,-1010.88000554,-500.0,-1204.16196351,0.0,1.33515906199,-514.434726124,-221.069407754,87.4268325853,0.00954931748568
12.346669967,0.894860544076,3.69821822807,0.805535106754,96,-807.196492123,34,-999.041423666,-500.0,-1313.99707866,0.0,1.30785114368,-512.346669967,-211.512887884,100.3350638,0.00997529588308
18.9343688171,0.890786003845,3.6813792479,0.869946569619,97,-848.688011797,34,-995.241464138,-500.0,-1304.86019751,0.0,1.30328747759,-518.934368817,-214.02382103,83.0798338319,0.00768687647029
22.0354089472,0.876054862672,3.6204993989,0.843751271193,98,-835.63621299,34,-970.174318203,-500.0,-1304.08515873,0.0,1.28661197182,-522.035408947,-208.896177361,94.5738886552,0.00914673211973
25.648610681,0.877029803579,3.62452856775,0.873190967875,99,-777.998266616,34,-935.596669192,-500.0,-1086.46228861,0.0,1.28772422957,-525.648610681,-208.628039825,62.2958932298,0.00994841629894
18.6137674772,0.864101205147,3.57109814365,0.817670282476,100,-820.700834722,34,-954.695045368,-500.0,-1247.44111156,0.0,1.27287315175,-518.613767477,-214.440546922,93.1038804226,0.00645157556522
14.6164575569,0.883520989245,3.65135489428,0.796609389124,101,-782.797678268,34,-927.30989159,-500.0,-1196.29926179,0.0,1.29509830263,-514.616457557,-202.607302813,102.535839296,0.00664432981769
19.1233648772,0.877219652745,3.62531316335,0.835771501102,102,-778.638240149,34,-908.407837836,-500.0,-1066.80452158,0.0,1.28794067447,-519.123364877,-199.724465824,75.4923862515,0.00737088321481
11.903445056,0.868287322387,3.58839824162,0.857722173098,103,-758.499083856,34,-901.409437178,-500.0,-1055.12780187,0.0,1.27770593068,-511.903445056,-198.025345014,67.713651733,0.00677552481156
22.5432656039,0.846390457322,3.4979043808,0.845965401642,104,-797.932719581,34,-918.583233111,-500.0,-1167.01087641,0.0,1.25216404083,-522.543265604,-200.027121351,76.6546069122,0.00768703085943
31.5397973705,0.866893566712,3.58263822384,0.797201226589,105,-742.960408501,34,-925.608324917,-500.0,-1205.91896133,0.0,1.27609946304,-531.53979737,-203.801571494,116.764124596,0.00856205461571
18.706188837,0.866101737424,3.57936580611,0.778453498983,106,-699.940290631,34,-838.885029853,-500.0,-991.648679435,0.0,1.27518563559,-518.706188837,-184.65048382,68.4966721543,0.00901254446095
15.1772461037,0.846255617185,3.49734712274,0.78996835942,107,-696.848491258,34,-832.072051477,-500.0,-994.096510022,0.0,1.25200471616,-515.177246104,-186.430069402,78.7895478852,0.00738366194754
13.2043647776,0.838514689668,3.46535594888,0.748504016825,108,-652.92746789,34,-824.886140816,-500.0,-1021.99616243,0.0,1.24281535432,-513.204364778,-184.267078525,98.5387417328,0.00788031293449
18.5221109414,0.838262816059,3.46431502292,0.733395142075,109,-694.733071502,34,-897.258909491,-500.0,-1172.55402572,0.0,1.24251492852,-518.522110941,-189.958562077,132.239160056,0.00613988625875
17.7617151872,0.841311007083,3.47691237754,0.742662180177,110,-705.99453685,34,-889.662795934,-500.0,-1202.77004504,0.0,1.24614465212,-517.761715187,-192.395122064,113.896061446,0.00685622129356
14.1231216595,0.833947627002,3.44648150581,0.716590300954,111,-633.560734617,34,-854.947666036,-500.0,-1263.4818989,0.0,1.23735385725,-514.123121659,-184.367652805,129.936778766,0.00768468857551
21.4596506555,0.81816344809,3.38124973472,0.745372451083,112,-703.041507123,34,-876.187200214,-500.0,-1248.63935167,0.0,1.21824538516,-521.459650655,-192.964620253,131.056141093,0.00882501372769
20.8656233283,0.844347685848,3.48946215508,0.753283585524,113,-736.459744976,34,-902.231465286,-500.0,-1195.98451656,0.0,1.24974761405,-520.865623328,-191.95321442,104.680558747,0.00924599753633
16.1227712722,0.843894688588,3.4875900391,0.776656230481,114,-756.361732242,34,-917.93823079,-500.0,-1163.41315085,0.0,1.24921096448,-516.122771272,-199.905704853,110.150856835,0.00717317060996
21.255356677,0.845083693201,3.49250387575,0.791177274256,115,-695.080075489,34,-864.559911603,-500.0,-1079.54000473,0.0,1.25061892188,-521.255356677,-191.570305931,85.5018575345,0.00995902260707
19.1940612435,0.84571438073,3.49511033787,0.763445580559,116,-732.457070264,34,-869.282442437,-500.0,-1170.06248527,0.0,1.25136494539,-519.194061243,-189.684149022,99.6720259266,0.00673840294235
23.013036426,0.845217257248,3.49305586007,0.818590562709,117,-670.894530622,34,-832.190195886,-500.0,-995.58290545,0.0,1.2507769577,-523.013036426,-180.22750675,75.247315837,0.00737540889983
13.7721001177,0.851144629329,3.51755209652,0.798438986972,118,-704.028511545,34,-836.569350673,-500.0,-1163.42627986,0.0,1.25776532056,-513.772100118,-186.994355692,84.6251589514,0.00663729714437
17.5542297859,0.833910153816,3.44632663919,0.825051869553,119,-670.959074325,34,-838.781811764,-500.0,-1009.19892243,0.0,1.23730892154,-517.554229786,-185.430079617,82.6161805087,0.00939740111338
21.5452492247,0.833709634268,3.44549794577,0.821756463941,120,-712.257360511,34,-851.762611769,-500.0,-1039.13899756,0.0,1.23706843561,-521.545249225,-179.578221542,76.9459501183,0.00737330403684
19.4450937306,0.843360261203,3.48538139429,0.769686086592,121,-652.531567328,34,-846.040619081,-500.0,-1048.55461806,0.0,1.24857747705,-519.445093731,-185.854299745,97.4270403246,0.00665472322066
17.8031075495,0.842221510642,3.48067524415,0.713811120136,122,-626.560304181,34,-773.607386502,-500.0,-1002.45330654,0.0,1.24722631064,-517.80310755,-169.911269232,83.4501144419,0.00634596812058
13.191853452,0.845982458199,3.49621823004,0.804437568836,123,-588.110695922,34,-772.950588718,-500.0,-931.370735227,0.0,1.25168187862,-513.191853452,-172.705738315,75.0645476397,0.00720702117275
21.0071923704,0.843845129328,3.487385224,0.730753365549,124,-663.592519248,34,-807.226415745,-500.0,-1117.70001931,0.0,1.24915223592,-521.00719237,-176.534342175,107.507558992,0.00792371240204
14.6639813956,0.842641704042,3.48241179059,0.789320429793,125,-662.455877005,34,-795.923216763,-500.0,-914.262606085,0.0,1.24772509702,-514.663981396,-172.27359382,59.7112654311,0.00663013781248
18.4938231742,0.848004314494,3.50457401894,0.746254588868,126,-585.798319221,34,-812.866886717,-500.0,-1030.3197034,0.0,1.25406897785,-518.493823174,-175.701811258,96.3762315125,0.00801060787485
20.7328441614,0.845910260485,3.49591985628,0.752999734026,127,-643.425370705,34,-837.212557071,-500.0,-1073.25024727,0.0,1.25159653313,-520.732844161,-176.511365412,94.1822703983,0.00896461882549
15.8941771507,0.849310136869,3.50997063201,0.729433582066,128,-621.757508143,33,-822.01878559,-500.0,-1130.27927208,0.0,1.25560767049,-515.894177151,-178.497561246,123.059433481,0.0066865107198
20.7006161424,0.840969215894,3.47549984638,0.72459931888,129,-574.464070485,33,-865.826727912,-500.0,-1135.6057555,0.0,1.24573830936,-520.700616142,-177.565751029,144.297372406,0.00652167971582
13.3278509568,0.831660438869,3.4370291717,0.684177170534,130,-591.198360125,34,-838.878484517,-500.0,-1190.60762848,0.0,1.23460748538,-513.327850957,-181.761674357,171.051377406,0.00780190629333
20.1157264536,0.822531658208,3.39930237363,0.677275740605,131,-612.101294958,34,-813.569220605,-500.0,-1192.76835081,0.0,1.22357022634,-520.115726454,-168.88515953,128.443006909,0.009325034837
20.855237554,0.822297949948,3.39833652018,0.681589485842,132,-576.778602928,34,-787.999320065,-500.0,-1175.029386,0.0,1.22328605313,-520.855237554,-170.81809558,115.37927711,0.00954155756418
20.0325704834,0.83547550872,3.45279583049,0.735857062566,133,-657.173984114,34,-799.805579157,-500.0,-1006.60171029,0.0,1.23918428851,-520.032570483,-167.795431691,79.7896523387,0.00922159743758
12.9645515508,0.834080774292,3.44703176779,0.709422399313,134,-633.347632448,34,-764.55058616,-500.0,-935.281086604,0.0,1.23751350356,-512.964551551,-165.440367762,82.2718376401,0.00749794017042
20.2001575443,0.834432784488,3.44848653136,0.784300615666,135,-669.121556872,34,-806.951796929,-500.0,-992.952765529,0.0,1.23793544823,-520.200157544,-164.022240353,75.8502186949,0.00674217271951
26.5506473067,0.833666963599,3.44532159936,0.746577248929,136,-734.238425578,34,-851.0328667,-500.0,-997.153508511,0.0,1.23701725261,-526.550647307,-175.146234377,65.9064280411,0.00681407891711
23.0154654646,0.839297361819,3.46859052262,0.738558893747,137,-694.01627054,34,-850.067273115,-500.0,-1027.57308355,0.0,1.243748322,-523.015465465,-176.038319735,87.358373203,0.00669906243137
